Question,Answers,Comment,Instructions,Render as
会社の__テイカン__を作成する。,定款,"人生を諦観する。
会社の定款を作成する。",定款・諦観,Text
__ヨウホウ__場を経営する。,養蜂,"薬の用法を守る。
養蜂場を経営する。",養蜂・用法,Text
大学の__キョウジュ__を目指す。,教授,"自然の恵みを享受する。
大学の教授を目指す。",教授・享受,Text
三年ぶりに実家に__キセイ__する。,帰省,"既成事実を作る。
三年ぶりに実家に帰省する。",帰省・既成,Text
__シンシ__服を購入する。,紳士,"指摘を真摯に受け止める。
紳士服を購入する。",紳士・真摯,Text
母は小学校の__ヨウゴ__教諭をしている。,養護,"彼の発言を擁護する者はいなかった。
母は小学校の養護教諭をしている。",養護・擁護,Text
公認__カイケイ__士を目指す。,会計,"会稽の恥。
公認会計士を目指す。",会計・会稽,Text
学校の__コウテイ__で休み時間にサッカーをする。,校庭,"否定派が肯定派を上回る。
学校の校庭で休み時間にサッカーをする。",校庭・肯定,Text
週末は工場が__カドウ__していない。,稼働,"可動式の棚はとても便利だ。
週末は工場が稼働していない。",稼働・可動,Text
中身を__カラ__にする。,空,"自分の殻に閉じこもる。
中身を空にする。",空・殻,Text
__ソウチョウ__から深夜まで営業しているお店。,早朝,"荘重な式典。
早朝から深夜まで営業しているお店。",早朝・荘重,Text
高層ビルの__セッケイ__に携わる。,設計,"登山時は雪渓に注意が必要だ。
高層ビルの設計に携わる。",設計・雪渓,Text
説明を__ホソク__する。,補足,"レーダーで飛行機を捕捉する。
説明を補足する。",補足・捕捉,Text
__ソキュウ__対象が明確な広告。,訴求,"賃金を遡及して支払う。
訴求対象が明確な広告。",訴求・遡及,Text
__ハシ__の下流れる川。,橋,"子どもに橋の持ち方を教える。
橋の下流れる川。",橋・箸,Text
__キュウチ__に追い込まれた。,窮地,"彼とは旧知の仲だ。
窮地に追い込まれた。",窮地・旧知,Text
__キンコ__にお金を入れる。,金庫,"懲役又は禁錮に処す。
金庫にお金を入れる。",金庫・禁錮,Text
仕事による__ヒロウ__が蓄積している。,疲労,"新しい技を披露する。
仕事による疲労が蓄積している。",疲労・披露,Text
物語の__トウジョウ__人物。,登場,"予定の飛行機に搭乗できなかった。
物語の登場人物。",登場・搭乗,Text
なかなか__スミ__に置けない人だ。,隅,"墨と筆を用いて文字を書く。
なかなか墨に置けない人だ。",隅・墨,Text
防災対策が選挙の重要な__ソウテン__となっている。,争点,"銃に弾を装填する。
防災対策が選挙の重要な争点となっている。",争点・装填,Text
コンサートホールには大勢の__カンキャク__が詰めかけた。,観客,"閑却できない状況。
コンサートホールには大勢の観客が詰めかけた。",観客・閑却,Text
裁判所に__ソジョウ__を提出する。,訴状,"魚が河川を遡上する。
裁判所に訴状を提出する。",訴状・遡上,Text
本を__ジヒ__で出版する。,自費,"慈悲深い人。
本を自費で出版する。",自費・慈悲,Text
部屋の__オンド__を下げる。,温度,"乾杯の音頭を取る。
部屋の温度を下げる。",温度・音頭,Text
国王__フサイ__が日本に来日した。,夫妻,"多くの負債を抱える。
国王夫妻が日本に来日した。",夫妻・負債,Text
皮膚が__エンショウ__を起こした。,炎症,"建物火災の延焼を防いだ。
皮膚が炎症を起こした。",炎症・延焼,Text
景気を__フヨウ__する。,浮揚,"彼には多くの扶養家族がいる。
景気を浮揚する。",浮揚・扶養,Text
壁際に追い__ツ__める。,詰,"花を摘む。
壁際に追い摘める。",詰・摘,Text
その委員会は__シモン__機関です。,諮問,"犯人の指紋を採取する。
その委員会は諮問機関です。",諮問・指紋,Text
昔の古傷が__イタ__む。,痛,"友人の死を悼む。
昔の古傷が痛む。",痛・悼,Text
億単位の__キョヒ__を投じた一大__プロジェクト__だ。,巨費,"申し出を拒否する。
億単位の巨費を投じた一大プロジェクトだ。",巨費・拒否,Text
危険な行為に対して__ケイコク__する。,警告,"狭い渓谷を縫うように進んだ。
危険な行為に対して警告する。",警告・渓谷,Text
他人に責任を__テンカ__する。,転嫁,"これは添加物を多く含んでいる。
他人に責任を転嫁する。",転嫁・添加,Text
その__データ__は地上__カンセイ__局に転送される。,管制,"閑静イな住宅街が広がっている。
そのデータは地上管制局に転送される。",管制・閑静,Text
聴衆は有名な投資家の話を__キンチョウ__している。,謹聴,"大勢の人前に立つと緊張する。
聴衆は有名な投資家の話を謹聴している。",謹聴・緊張,Text
その__ショウレイ__は手術には適さない。,症例,"輸入が国策として奨励されている。
その症例は手術には適さない。",症例・奨励,Text
メーカーとの__コウショウ__を進める。,交渉,"彼は趣味が高尚だ。
メーカーとの交渉を進める。",交渉・高尚,Text
犯行は__ハクチュウ__堂々行われた。,白昼,"両チームの実力は伯仲していた。
犯行は白昼堂々行われた。",白昼・伯仲,Text
相場が下落__ケイコウ__にある。,傾向,"蛍光灯を取り付ける。
相場が下落傾向にある。",傾向・蛍光,Text
辺りの地盤が__チンカ__している。,沈下,"火事は鎮火するまでの間燃え続けていた。
辺りの地盤が沈下している。",沈下・鎮火,Text
__マンホール__や__ソッコウ__の蓋が盗まれる。,側溝,"その薬は即効性がある。
マンホールや側溝の蓋が盗まれる。",側溝・即効,Text
彼の言動に__フシン__感が募るばかりだ。,不信,"両氏の関係の修復に腐心した。
彼の言動に不信感が募るばかりだ。",不信・腐心,Text
__センタク__機が壊れてしまった。,洗濯,"選択は君次第だ。
洗濯機が壊れてしまった。",洗濯・選択,Text
お茶を__スイトウ__に入れて持ってきた。,水筒,"出納帳に記入しておく。
お茶を水筒に入れて持ってきた。",水筒・出納,Text
古くなって水が__モ__れている。,漏,"大量に盛られたご飯を食べる。
古くなって水が漏れている。",漏・盛,Text
貴重品なので__サワ__らないでください。,触,"あまり酒を飲むと身体に障る。
貴重品なので触らないでください。",触・障,Text
__ショウガイ__をかけて達成したい目標だ。,生涯,"通信障害が発生した。
生涯をかけて達成したい目標だ。",生涯・障害,Text
__ジュウダン__が壁に当たり穴が開いた。,銃弾,"日本縦断の旅に出る。
銃弾が壁に当たり穴が開いた。",銃弾・縦断,Text
お気に入りの雑誌が今週は__キュウカン__だ。,休刊,"夜間でも急患に備えて医者が待機している。
お気に入りの雑誌が今週は休刊だ。",休刊・急患,Text
胸が張り__サ__ける思いだった。,裂,"最悪の事態を避けることができた。
胸が張り裂ける思いだった。",裂・避,Text
会長の__ホンソウ__は後日行われる。,本葬,"目的達成のために奔走する。
会長の本葬は後日行われる。",本葬・奔走,Text
有名な__トウキ__が陳列されている。,陶器,"戦争のせいで物価が騰貴した。
有名な陶器が陳列されている。",陶器・騰貴,Text
校内__ホウソウ__で協力者を募る。,放送,"商品を包装するための袋だ。
校内放送で協力者を募る。",放送・包装,Text
自動車の__ハイキガス__が問題だ。,排気,"古い機械は全て廃棄する。
自動車の排気ガスが問題だ。",排気・廃棄,Text
この食品には__セイチョウ__作用がある。,整腸,"ご清聴ありがとうございます。
この食品には整腸作用がある。",整腸・清聴,Text
科学の発展に大きな__ソクセキ__を残す。,足跡,"即席麺にも沢山の種類がある。
科学の発展に大きな足跡を残す。",足跡・即席,Text
寺社の改修のために__ジョウザイ__を募る。,浄財,"あと一週間分の錠剤しか残ってない。
寺社の改修のために浄財を募る。",浄財・錠剤,Text
これに__コ__りたらもう悪事はしないことだ。,懲,"長時間の作業で肩が凝った。
これに懲りたらもう悪事はしないことだ。",懲・凝,Text
世界一を__コショウ__する大規模な施設だ。,誇称,"機械が故障して作業できない。
世界一を誇称する大規模な施設だ。",誇称・故障,Text
火災などによる損失は__ホショウ__の対象外です。,補償,"商品の保証期間は購入から一年間です。
火災などによる損失は補償の対象外です。",補償・保証,Text
恐怖に声を__フル__わせる。,震,"勇気を奮い起こす。
恐怖に声を震わせる。",震・奮,Text
物語の__ボウトウ__部分で記されている。,冒頭,"食料の価格が暴騰した。
物語の冒頭部分で記されている。",冒頭・暴騰,Text
__コウテツ__の強度を調べる実験を行う。,鋼鉄,"高官は内閣改造で更迭された。
鋼鉄の強度を調べる実験を行う。",鋼鉄・更迭,Text
戦場となった土地はとても__コウリョウ__とした様子だった。,荒涼,"保存料や香料が含まれている。
戦場となった土地はとても荒涼とした様子だった。",荒涼・香料,Text
__ユシ__の加水分解法を記す。,油脂,"問題を起こした彼は諭旨免職となった。
油脂の加水分解法を記す。",油脂・諭旨,Text
開会式で選手__センセイ__を行う。,宣誓,"敵からの先制攻撃を受ける。
開会式で選手宣誓を行う。",宣誓・先制,Text
二つの棒を__ヘイコウ__に並べて置きなさい。,平行,"平衡感覚を失う。
二つの棒を平行に並べて置きなさい。",平行・平衡,Text
近所で子供が__ユウカイ__された。,誘拐,"金属を融解させる。
近所で子供が誘拐された。",誘拐・融解,Text
__ホウショク__の時代にも飢餓に苦しむ人がいる。,飽食,"王家に収められた貴重な宝飾品だ。
飽食の時代にも飢餓に苦しむ人がいる。",飽食・宝飾,Text
トラックで荷物を__ハンソウ__する。,搬送,"東京湾で船が帆走する。
トラックで荷物を搬送する。",搬送・帆走,Text
従業員を__イロウ__するために休業日を設けた。,慰労,"遺漏の無いように記入してください。
従業員を慰労するために休業日を設けた。",慰労・遺漏,Text
彼は仕事が出来るが部下を率いるための__ハキ__がない。,覇気,"その見積書は破棄してください。
彼は仕事が出来るが部下を率いるための覇気がない。",覇気・破棄,Text
犯人の身柄を__ソウケン__する。,送検,"私の祖父は高齢であるが、まだまだ壮健である。
犯人の身柄を送検する。",送検・壮健,Text
検査結果を__ショウカイ__する。,照会,"婚約者を両親に紹介する。
検査結果を照会する。",照会・紹介,Text
修学旅行では、バスごとに__テンジョウ__員さんがいた。,添乗,"この家は天井が低い。
修学旅行では、バスごとに添乗員さんがいた。",添乗・天井,Text
養殖用の大きな__スイソウ__だ。,水槽,"高校では吹奏楽部に入っていました。
養殖用の大きな水槽だ。",水槽・吹奏,Text
