Question,Answers,Comment,Instructions,Render as
"当代一の__鑓__の遣い手とされる。
武器のひとつ。鉾（ほこ）に類似のものから変化したもので、長い柄の先端に剣状の刃物（穂）を付けたもの。",やり,武器のひとつ。鉾（ほこ）に類似のものから変化したもので、長い柄の先端に剣状の刃物（穂）を付けたもの。,読み方をご入力ください (訓),Text
"__弘誓__の船で彼岸に渡る。
修行者である菩薩が、自身みずから悟りを開き、同じく生きとし生けるものを救済しようとする決意、誓いを立てること。",ぐぜい,修行者である菩薩が、自身みずから悟りを開き、同じく生きとし生けるものを救済しようとする決意、誓いを立てること。,読み方をご入力ください (音),Text
"__鼠盗__の仕業であろう。
小さな盗みをする泥棒。こそどろ。",そとう,小さな盗みをする泥棒。こそどろ。,読み方をご入力ください (音),Text
"帽子に__徽章__を付ける。
身分・職業などを表すため、帽子や衣服につけるしるし。",きしょう,身分・職業などを表すため、帽子や衣服につけるしるし。,読み方をご入力ください (音),Text
"道路が__凍__てついている。
液体、特に水が低温のため凝結して固体の状態になる。外気などがひどく冷たく感じられる。",い,液体、特に水が低温のため凝結して固体の状態になる。外気などがひどく冷たく感じられる。,読み方をご入力ください (訓),Text
"敵の__臣妾__となるのを潔しとしない。
家来とめかけ。転じて、主君に従属する者。",しんしょう,家来とめかけ。転じて、主君に従属する者。,読み方をご入力ください (音),Text
"__沫__を上げて船が進む。
飛び散る水の粒。しぶき。",しぶき,飛び散る水の粒。しぶき。,読み方をご入力ください (訓),Text
"私生活を__穿__る週刊誌が多い。
穴を掘るようにつつく。また、つつき回して中の物を出す。細かいことまでとりあげて追及する。","ほじく,ほじ",穴を掘るようにつつく。また、つつき回して中の物を出す。細かいことまでとりあげて追及する。,読み方をご入力ください (訓),Text
"__姦__しい声を張り上げて笑う。
大いに耳障りである。やかましい。",かしま,大いに耳障りである。やかましい。,読み方をご入力ください (訓),Text
"升で量って__箕__でこぼす。
農具のひとつ。穀物を入れ、あおって、その中の殻・ごみをふるいわけるもの。",み,農具のひとつ。穀物を入れ、あおって、その中の殻・ごみをふるいわけるもの。,読み方をご入力ください (訓),Text
"長く三派が__鼎立__した。
三者が互いに対立すること。",ていりつ,三者が互いに対立すること。,読み方をご入力ください (音),Text
"托鉢僧の__鉦__の音が近付いてきた。
小形の、たたいて鳴らす楽器。",かね,小形の、たたいて鳴らす楽器。,読み方をご入力ください (訓),Text
"庭に大きな__椋__の木がある。
ムクノキのこと。また、その実。",むく,ムクノキのこと。また、その実。,読み方をご入力ください (訓),Text
"いずれ__復__お伺いします。
「又」の意。",また,「又」の意。,読み方をご入力ください (訓),Text
"少年の__虞犯__事由が述べられた。
罪を犯すおそれのあること。",ぐはん,罪を犯すおそれのあること。,読み方をご入力ください (音),Text
"運命に__翻弄__された一生だった。
思いのままにもてあそぶこと。",ほんろう,思いのままにもてあそぶこと。,読み方をご入力ください (音),Text
"権力者に__阿__るような発言。
人の気に入るように振る舞う。へつらう。",おもね,人の気に入るように振る舞う。へつらう。,読み方をご入力ください (訓),Text
"__散__で売ってくれませんか。
もともと、ひとまとまりとして扱われていた物が、一つ一つ別になった状態。また、そのもの。",ばら,もともと、ひとまとまりとして扱われていた物が、一つ一つ別になった状態。また、そのもの。,読み方をご入力ください (訓),Text
"この船で川を__遡行__します。
流れを上流にさかのぼって行くこと。",そこう,流れを上流にさかのぼって行くこと。,読み方をご入力ください (音),Text
"話の内容は__尤__もだ。
道理にかなっていること。なるほどその通りだと思われること。",もっと,道理にかなっていること。なるほどその通りだと思われること。,読み方をご入力ください (訓),Text
"四囲に__城柵__を巡らす。
敵などを防ぐために垣をめぐらした所。",じょうさく,敵などを防ぐために垣をめぐらした所。,読み方をご入力ください (音),Text
"__箽狐__の筆に倣う。
中国、春秋時代の晋の史官。",とうこ,中国、春秋時代の晋の史官。,読み方をご入力ください (音),Text
"船は港の近くに__投錨__した。
船が錨（いかり）を下ろすこと。船が碇泊（ていはく）すること。",とうびょう,船が錨（いかり）を下ろすこと。船が碇泊（ていはく）すること。,読み方をご入力ください (音),Text
"__椴__はパルプ用材として使われる。
マツ科の常緑高木。",とどまつ,マツ科の常緑高木。,読み方をご入力ください (訓),Text
"郷土の__稗史__を一読した。
昔、中国で稗官が民間から集めて記録した小説風の歴史書。また、正史に対して、民間の歴史書。転じて、作り物語。小説。",はいし,昔、中国で稗官が民間から集めて記録した小説風の歴史書。また、正史に対して、民間の歴史書。転じて、作り物語。小説。,読み方をご入力ください (音),Text
"両者__鍔__競り合いを演じている。
刀剣の柄(つか)と刀身との境に挟んで、柄を握る手を防御するもの。",つば,刀剣の柄(つか)と刀身との境に挟んで、柄を握る手を防御するもの。,読み方をご入力ください (訓),Text
"恥ずかしさで体中が__熱__る。
顔やからだが熱を帯びて熱くなる。また、顔が赤くなる。",ほて,顔やからだが熱を帯びて熱くなる。また、顔が赤くなる。,読み方をご入力ください (訓),Text
"功績を__嘉__しての褒賞だ。
よしとしてほめたたえる。",よみ,よしとしてほめたたえる。,読み方をご入力ください (訓),Text
"__熟柿__の落ちるのを待つ。
よく熟して柔らかくなったカキの実。",じゅくし,よく熟して柔らかくなったカキの実。,読み方をご入力ください (音),Text
"思わず顔が__綻__んだ。
縫い目・とじ目などが解ける。表情がやわらぐ。笑顔になる。",ほころ,縫い目・とじ目などが解ける。表情がやわらぐ。笑顔になる。,読み方をご入力ください (訓),Text
"靴の泥を__拭__い取る。
ふいてきれいにする。",ぬぐ,ふいてきれいにする。,読み方をご入力ください (訓),Text
"__鹿茸__は漢方薬として用いた。
鹿(しか)の袋角(ふくろづの)を乾燥したもの。",ろくじょう,鹿(しか)の袋角(ふくろづの)を乾燥したもの。,読み方をご入力ください (音),Text
"__屑屑__たる小人に過ぎない。
こせこせと小さな事にこだわるさま。せわしく働くさま。",せつせつ,こせこせと小さな事にこだわるさま。せわしく働くさま。,読み方をご入力ください (音),Text
"__紫檀__の家具を購入した。
マメ科ツルサイカチ属のうち、銘木として利用される数種の木本の総称。",したん,マメ科ツルサイカチ属のうち、銘木として利用される数種の木本の総称。,読み方をご入力ください (音),Text
"__孜孜__として研究に打ち込む。
熱心に努め励むさま。",しし,熱心に努め励むさま。,読み方をご入力ください (音),Text
"創作への意欲が__氾__れてきた。
「溢れる」意。",あふ,「溢れる」意。,読み方をご入力ください (訓),Text
"突如__剣戟__の響きが起こった。
つるぎとほこ。刀などの武器のこと。",けんげき,つるぎとほこ。刀などの武器のこと。,読み方をご入力ください (音),Text
"太刀長刀で__薙__ぎたおした。
「薙ぎたおす」とは横ざまにはらって倒すこと。相手を次々に打ち負かすこと。",な,「薙ぎたおす」とは横ざまにはらって倒すこと。相手を次々に打ち負かすこと。,読み方をご入力ください (訓),Text
"計画は徐に__萎__んでいった。
生気をなくしてちぢまる。なえしなびる。張りつめていたものが、ゆるみちぢむ。",しぼ,生気をなくしてちぢまる。なえしなびる。張りつめていたものが、ゆるみちぢむ。,読み方をご入力ください (訓),Text
"__肘枕__で赤児の添寝をする。
自分の片肘を曲げて枕がわりにすること。",ひじまくら,自分の片肘を曲げて枕がわりにすること。,読み方をご入力ください (訓),Text
"長年世の辛酸を__嘗__めてきた。
物の表面を、舌の先で触れる。また、物を口の中にいれて舌の上でとかす。",な,物の表面を、舌の先で触れる。また、物を口の中にいれて舌の上でとかす。,読み方をご入力ください (訓),Text
"干支の組み合わせの14番目は__丁丑__である。
子:し 丑:ちゅう 寅:いん 卯:ぼう 辰:しん 巳:し 午:ご 未:び 申:しん 酉:ゆう 戌:じゅつ 亥:がい 甲:こう 乙:おつ 丙:へい 丁:てい 戊:ぼ 己:き 庚:こう 辛:しん 壬:じん 癸:き",ていちゅう,子:し 丑:ちゅう 寅:いん 卯:ぼう 辰:しん 巳:し 午:ご 未:び 申:しん 酉:ゆう 戌:じゅつ 亥:がい 甲:こう 乙:おつ 丙:へい 丁:てい 戊:ぼ 己:き 庚:こう 辛:しん 壬:じん 癸:き,読み方をご入力ください (音),Text
"__岡陵__に砦の跡が残っている。
丘のこと。",こうりょう,丘のこと。,読み方をご入力ください (音),Text
"詩は志の__之__く所なり。
「行く」の意。",ゆ,「行く」の意。,読み方をご入力ください (訓),Text
"__乍__ち一首詠んでみせた。
非常に短い時間のうちに動作が行われるさま。すぐ。",たちま,非常に短い時間のうちに動作が行われるさま。すぐ。,読み方をご入力ください (訓),Text
"火事は__艮__の方角らしい。
丑と寅との中間の方角。北東。",うしとら,丑と寅との中間の方角。北東。,読み方をご入力ください (訓),Text
"幼児を__拐__して逮捕された。
人をだまし、または力ずくで他へ連れ去る。誘拐する。",かどわか,人をだまし、または力ずくで他へ連れ去る。誘拐する。,読み方をご入力ください (訓),Text
"最近__蓬髪__の若者をよく見る。
蓬(よもぎ)のようにぼうぼうに伸びた髪。",ほうはつ,蓬(よもぎ)のようにぼうぼうに伸びた髪。,読み方をご入力ください (音),Text
"輸送船団を__掩護__する。
味方の行動や拠点を敵の攻撃から守ること。転じて、かばって危険から守ること。",えんご,味方の行動や拠点を敵の攻撃から守ること。転じて、かばって危険から守ること。,読み方をご入力ください (音),Text
"__鴫__の羽音に驚く。
チドリ目シギ科とその近縁の科の鳥の総称。",しぎ,チドリ目シギ科とその近縁の科の鳥の総称。,読み方をご入力ください (訓),Text
"発心して__鉄杵__を磨く。
根気よく一つの事に励むたとえ。",てっしょ,根気よく一つの事に励むたとえ。,読み方をご入力ください (音),Text
"__薬匙__は金銀象牙などで作った。
薬を扱うさじ。",やくし,薬を扱うさじ。,読み方をご入力ください (音),Text
"犬に出くわし思わず__後退__りした。
恐れたり警戒したりして、前を向いたまま少しずつ後退すること。","あとずさ,あとじさ",恐れたり警戒したりして、前を向いたまま少しずつ後退すること。,読み方をご入力ください (訓),Text
"親の遺言を__徒疎__かにはできない。
軽々しく粗末にするさま。いいかげん。",あだおろそ,軽々しく粗末にするさま。いいかげん。,読み方をご入力ください (訓),Text
"心ならずも__憐情__を催す。
人をあわれむ気持ち。",れんじょう,人をあわれむ気持ち。,読み方をご入力ください (音),Text
"__鵜__の真似をする烏。
ペリカン目ウ科の鳥の総称。海岸・湖沼などに群生。羽は黒く、つやがある。くちばしは細長く鋭い。",う,ペリカン目ウ科の鳥の総称。海岸・湖沼などに群生。羽は黒く、つやがある。くちばしは細長く鋭い。,読み方をご入力ください (訓),Text
"盤上にて__烏鷺__を戦わせる。
カラスとサギ。",うろ,カラスとサギ。,読み方をご入力ください (音),Text
"上司から厳しい__叱責__を受けた。
他人の失敗などをしかりとがめること。",しっせき,他人の失敗などをしかりとがめること。,読み方をご入力ください (音),Text
"__苧麻__の織物を商っている。
カラムシの別名。また、その繊維で織った布。",ちょま,カラムシの別名。また、その繊維で織った布。,読み方をご入力ください (音),Text
"__禾__偏の字を全部調べてください。
「禾偏」は漢字の偏のひとつ。",のぎ,「禾偏」は漢字の偏のひとつ。,読み方をご入力ください (訓),Text
"雨中に__堵列__してお出迎えした。
大勢の人が垣のように横に並んで立つこと。また、その列。",とれつ,大勢の人が垣のように横に並んで立つこと。また、その列。,読み方をご入力ください (音),Text
"__俄__か仕込みの勉強ではだめだ。
物事が急に起こるさま。突然。一時的であるさま。",にわ,物事が急に起こるさま。突然。一時的であるさま。,読み方をご入力ください (訓),Text
"神社で__蹴鞠__の催しがあった。
けって遊ぶのに用いる鹿革製のまり。古代以来、貴族の間で行われた屋外遊戯。",けまり,けって遊ぶのに用いる鹿革製のまり。古代以来、貴族の間で行われた屋外遊戯。,読み方をご入力ください (訓),Text
"__斑入__りの朝顔が咲いた。
地の色と違った色がまだらにまじっていること。",ふい,地の色と違った色がまだらにまじっていること。,読み方をご入力ください (訓),Text
"__草藁__の浄書を終えた。
馬などに食わせる草と藁。",そうこう,馬などに食わせる草と藁。,読み方をご入力ください (音),Text
"相場を__煽__る動きがある。
物事を行うように促されること。",あお,物事を行うように促されること。,読み方をご入力ください (訓),Text
"急流を__跨__いで橋を架ける。
またをひらいて立つ。またをひらいて越える。かけ渡す。",また,またをひらいて立つ。またをひらいて越える。かけ渡す。,読み方をご入力ください (訓),Text
"__蝉脱__の境に入り迷いはない。
迷いから覚め、悟りの境地に達すること。セミの抜け殻。転じて、外形のみで中身のないこと。",せんだつ,迷いから覚め、悟りの境地に達すること。セミの抜け殻。転じて、外形のみで中身のないこと。,読み方をご入力ください (音),Text
"事件の真相を__劾__く。
人が隠していること、気づかないでいることを探り出して公にする。暴露する。",あば,人が隠していること、気づかないでいることを探り出して公にする。暴露する。,読み方をご入力ください (訓),Text
"心の底に不快な__澱__がある。
液体の底に沈んだかす。おどみ。",おり,液体の底に沈んだかす。おどみ。,読み方をご入力ください (訓),Text
"写真の__豊頬__の少年は私だ。
ふっくらとした美しいほお。",ほうきょう,ふっくらとした美しいほお。,読み方をご入力ください (音),Text
"難攻不落の__城砦__を築く。
城ととりで。",じょうさい,城ととりで。,読み方をご入力ください (音),Text
"激烈な__逐鹿__場裡に置かれる。
帝位や政権などを得ようとして争うこと。",ちくろく,帝位や政権などを得ようとして争うこと。,読み方をご入力ください (音),Text
"__砦__にこもって戦う。
本城から離れて設けられた小さい城。規模の小さい城。",とりで,本城から離れて設けられた小さい城。規模の小さい城。,読み方をご入力ください (訓),Text
"古い時代の__轍__の跡です。
車の通ったあとに残る車輪の跡。",わだち,車の通ったあとに残る車輪の跡。,読み方をご入力ください (訓),Text
"綿入れから__袷__に更える。
裏地のある和服のこと。",あわせ,裏地のある和服のこと。,読み方をご入力ください (訓),Text
"醬油の醸造に__麹__かびを用いる。
米・麦・大豆などを蒸し、室の中にねかせてコウジカビを繁殖させたもの。",こうじ,米・麦・大豆などを蒸し、室の中にねかせてコウジカビを繁殖させたもの。,読み方をご入力ください (訓),Text
"__跨線橋__がやっと完成した。
鉄道線路の上をまたぐような形で架けた橋。渡線橋。",こせんきょう,鉄道線路の上をまたぐような形で架けた橋。渡線橋。,読み方をご入力ください (音),Text
"__柾目__の美しい桐を薄く削って使う。
木を中心を通って縦断したときの面にみられる、樹心に平行してまっすぐな木目(もくめ)。",まさめ,木を中心を通って縦断したときの面にみられる、樹心に平行してまっすぐな木目(もくめ)。,読み方をご入力ください (訓),Text
"紅葉に__些__か時期がずれた。
数量・程度の少ないさま。ほんの少し。わずか。",いささ,数量・程度の少ないさま。ほんの少し。わずか。,読み方をご入力ください (訓),Text
"相手の勢いに一瞬__怯__んだ。
力がぬけて、恐れ縮む。威圧されて身がすくむ。",ひる,力がぬけて、恐れ縮む。威圧されて身がすくむ。,読み方をご入力ください (訓),Text
"中国古代の__揖譲__の礼を学ぶ。
拱手(きょうしゅ)して、へりくだること。古代中国の作法。",ゆうじょう,拱手(きょうしゅ)して、へりくだること。古代中国の作法。,読み方をご入力ください (音),Text
"__諜報__機関の暗躍が噂される。
敵情をひそかに探って知らせること。",ちょうほう,敵情をひそかに探って知らせること。,読み方をご入力ください (音),Text
"__柾__の生け垣を設える。
ニシキギ科の常緑低木。海岸地方に生え、庭木や生け垣とする。",まさき,ニシキギ科の常緑低木。海岸地方に生え、庭木や生け垣とする。,読み方をご入力ください (訓),Text
"__郁郁__たる文化の花が咲く。
文物の盛んなさま。",いくいく,文物の盛んなさま。,読み方をご入力ください (音),Text
"__丙午__の年は火災が多いという。
子:ね 丑:うし 寅:とら 卯:う 辰:たつ 巳:み 午:うま 未:ひつじ 申:さる 酉:とり 戌:いぬ 亥:い 甲:きのえ 乙:きのと 丙:ひのえ 丁:ひのと 戊:つちのえ 己:つちのと 庚:かのえ 辛:かのと 壬:みずのえ 癸:みずのと",ひのえうま,子:ね 丑:うし 寅:とら 卯:う 辰:たつ 巳:み 午:うま 未:ひつじ 申:さる 酉:とり 戌:いぬ 亥:い 甲:きのえ 乙:きのと 丙:ひのえ 丁:ひのと 戊:つちのえ 己:つちのと 庚:かのえ 辛:かのと 壬:みずのえ 癸:みずのと,読み方をご入力ください (訓),Text
"挑戦者など__歯牙__にもかけない勢いだ。
歯と牙。また、歯。言葉。口先。",しが,歯と牙。また、歯。言葉。口先。,読み方をご入力ください (音),Text
"__紙撚__で煙管の脂を取る。
細く切った紙をひねってひも状にしたもの。",こより,細く切った紙をひねってひも状にしたもの。,読み方をご入力ください (訓),Text
"功績を__讃__える文を書く。
心からほめる。",たた,心からほめる。,読み方をご入力ください (訓),Text
"__立蔀__を置いて人目を遮る。
縦横に組んだ格子の裏に板を張り衝立(ついたて)のように作って屋外に置いて目隠しや風よけとしたもの。",たてじとみ,縦横に組んだ格子の裏に板を張り衝立(ついたて)のように作って屋外に置いて目隠しや風よけとしたもの。,読み方をご入力ください (訓),Text
"庭の草も__末__枯れてしまった。
「末枯れる」は冬が近づき、草木の枝先や葉先が枯れること。",うら,「末枯れる」は冬が近づき、草木の枝先や葉先が枯れること。,読み方をご入力ください (訓),Text
"__桐油__紙に包んだ密書を手渡された。
アブラギリの種子から得られる赤黄色の油。乾燥が速く、耐水性がある。",とうゆ,アブラギリの種子から得られる赤黄色の油。乾燥が速く、耐水性がある。,読み方をご入力ください (音),Text
"被疑者として警察署に__勾引__される。
人を捕らえて無理に連れていくこと。",こういん,人を捕らえて無理に連れていくこと。,読み方をご入力ください (音),Text
"__頭陀__袋を首から下げる。
「頭陀袋」は僧が修行の旅をするとき、経文や食器などを入れて首にかける袋。",ずだ,「頭陀袋」は僧が修行の旅をするとき、経文や食器などを入れて首にかける袋。,読み方をご入力ください (音),Text
"__瑠璃__の光も磨きから。
青色の美しい宝石。",るり,青色の美しい宝石。,読み方をご入力ください (音),Text
"__怯__じるようすは見えない。
こわがる。びくびくする。怖じる。",お,こわがる。びくびくする。怖じる。,読み方をご入力ください (訓),Text
"年を取ると__僻__みっぽくなる。
心がひねくれる。ねじける。特に、ひねくれて物事を悪く受け取り、自分だけが不当に扱われたと考える。",ひが,心がひねくれる。ねじける。特に、ひねくれて物事を悪く受け取り、自分だけが不当に扱われたと考える。,読み方をご入力ください (訓),Text
"伝統に__則__った儀式でした。
規準・規範として従う。",のっと,規準・規範として従う。,読み方をご入力ください (訓),Text
"読書__三昧__の日を過ごす。
そのことに熱中するという意を表す。","ざんまい,さんまい",そのことに熱中するという意を表す。,読み方をご入力ください (音),Text
"冷涼たる__嵐気__につつまれた。
湿りけを含んだ山の空気。山気。",らんき,湿りけを含んだ山の空気。山気。,読み方をご入力ください (音),Text
"短時間で仕事を__熟__す。
食べた物を消化する。与えられた仕事などをうまく処理する。",こな,食べた物を消化する。与えられた仕事などをうまく処理する。,読み方をご入力ください (訓),Text
"師の遺稿集が__上梓__された。
書物を出版すること。",じょうし,書物を出版すること。,読み方をご入力ください (音),Text
"__巽言__の重みを知った。
優しい言葉。",そんげん,優しい言葉。,読み方をご入力ください (音),Text
"何事も__恕__せる年齢になった。
相手の事情を考慮して寛大に扱う。",ゆる,相手の事情を考慮して寛大に扱う。,読み方をご入力ください (訓),Text
"__朔塞__の警備に赴く。
北方のとりで。",さくさい,北方のとりで。,読み方をご入力ください (音),Text
"同種製品の__魁__として発表した。
他の者に先んじて敵中に攻め入ること。他のものより先になること。また、そのもの。先駆 。",さきがけ,他の者に先んじて敵中に攻め入ること。他のものより先になること。また、そのもの。先駆 。,読み方をご入力ください (訓),Text
"盟友の背信に__赫怒__した。
激しく怒ること。激怒。",かくど,激しく怒ること。激怒。,読み方をご入力ください (音),Text
"のぼりを__竿__に付ける。
枝・葉を取り払った竹や木の細長い棒。",さお,枝・葉を取り払った竹や木の細長い棒。,読み方をご入力ください (訓),Text
"人を__蔑__むような目で見る。
そのものの存在を無視する。ないがしろにする。あなどる。",さげす,そのものの存在を無視する。ないがしろにする。あなどる。,読み方をご入力ください (訓),Text
"__廟議__は深更に及んだ。
朝廷の評議。朝議。",びょうぎ,朝廷の評議。朝議。,読み方をご入力ください (音),Text
"事実を__歪曲__して報告している。
物をゆがめまげること。",わいきょく,物をゆがめまげること。,読み方をご入力ください (音),Text
"__無碍__自在の境地に達したい。
妨げのないこと。何ものにもとらわれないこと。",むげ,妨げのないこと。何ものにもとらわれないこと。,読み方をご入力ください (音),Text
"__冊封__を受けて貢進する。
古く中国で、天子が臣下や諸侯に冊をもって爵位を授けたこと。",さくほう,古く中国で、天子が臣下や諸侯に冊をもって爵位を授けたこと。,読み方をご入力ください (音),Text
"__岨__づたいの山道をたどる。
山の切り立ったけわしい所。がけ、絶壁など。",そば,山の切り立ったけわしい所。がけ、絶壁など。,読み方をご入力ください (訓),Text
"村の__老爺__から昔話を聞く。
年をとった男性。老翁。",ろうや,年をとった男性。老翁。,読み方をご入力ください (音),Text
"__罷__り間違えば大事故になるところだった。
「罷り間違う」とは、仮定の形で、万が一間違うと大変なことになるという気持ちでいう。",まか,「罷り間違う」とは、仮定の形で、万が一間違うと大変なことになるという気持ちでいう。,読み方をご入力ください (訓),Text
"最初は徹底的に__扱__かれた。
細長いものを握ったり指で挟んだりして、強く押さえつけるようにしながら、その手や指をこするように動かす。きびしく訓練する。",しご,細長いものを握ったり指で挟んだりして、強く押さえつけるようにしながら、その手や指をこするように動かす。きびしく訓練する。,読み方をご入力ください (訓),Text
"境内で__流鏑馬__が奉納された。
騎射のひとつ。射手が馬を走らせながら鏑矢(かぶらや)で木製方形の三つの的を射るもの。",やぶさめ,騎射のひとつ。射手が馬を走らせながら鏑矢(かぶらや)で木製方形の三つの的を射るもの。,読み方をご入力ください (訓),Text
"__隼__が獲物をねらっている。
ハヤブサ科ハヤブサ属の鳥。全長42センチくらい。",はやぶさ,ハヤブサ科ハヤブサ属の鳥。全長42センチくらい。,読み方をご入力ください (訓),Text
"己の__檮昧__を恥じる。
おろかなこと。蒙昧。",とうまい,おろかなこと。蒙昧。,読み方をご入力ください (音),Text
"証書の原本に印紙を__貼用__する。
はりつけて用いること。",ちょうよう,はりつけて用いること。,読み方をご入力ください (音),Text
"__夙夜__経営に心を悩ます。
朝早くから夜遅くまで。明け暮れ。一日中。",しゅくや,朝早くから夜遅くまで。明け暮れ。一日中。,読み方をご入力ください (音),Text
"総合力で相手を__凌駕__した。
他をしのいでその上に出ること。",りょうが,他をしのいでその上に出ること。,読み方をご入力ください (音),Text
"海岸の__苫屋__で雨を凌ぐ。
苫で屋根を葺(ふ)いた家。苫の屋。",とまや,苫で屋根を葺(ふ)いた家。苫の屋。,読み方をご入力ください (訓),Text
"草深い__辺邑__に生い育った。
片田舎の村。また、国境の村。",へんゆう,片田舎の村。また、国境の村。,読み方をご入力ください (音),Text
"__毅然__として要求を断った。
しっかりしていて、物事に動じないさま。",きぜん,しっかりしていて、物事に動じないさま。,読み方をご入力ください (音),Text
"盆の迎え火に__苧殻__を焚く。
皮をはいだ麻の茎。",おがら,皮をはいだ麻の茎。,読み方をご入力ください (訓),Text
"地蜂のように胴体が__括__れる。
中ほどが他のところに比べて細くなっていること。",くび,中ほどが他のところに比べて細くなっていること。,読み方をご入力ください (訓),Text
"知人の__媒__で結婚式を挙げた。
双方の間に立って事をとりもつこと。また、その人。",なかだち,双方の間に立って事をとりもつこと。また、その人。,読み方をご入力ください (訓),Text
"__利鎌__の如き月が昇った。
よく切れる鎌。切れ味のよい鎌。","とがま,とかま",よく切れる鎌。切れ味のよい鎌。,読み方をご入力ください (訓),Text
"水辺の__真菰__を刈る。
イネ科の多年草。沼地に群生し、高さ約2メートル。",まこも,イネ科の多年草。沼地に群生し、高さ約2メートル。,読み方をご入力ください (訓),Text
"各党の__領袖__に諮る。
人を率いてその長となる人物。ある集団の中の主となる人物。",りょうしゅう,人を率いてその長となる人物。ある集団の中の主となる人物。,読み方をご入力ください (音),Text
"__坤軸__も為に揺らぐかと思わせた。
大地の中心を貫き支えていると想像される軸。地軸。",こんじく,大地の中心を貫き支えていると想像される軸。地軸。,読み方をご入力ください (音),Text
"鏡を見てひどい__痩__けように驚いた。
肉が落ちてやせ細る。",こ,肉が落ちてやせ細る。,読み方をご入力ください (訓),Text
"__丞相__の重責を担っている。
古代中国で、天子をたすけて国務を執った大臣。戦国時代から設けられた。宰相。",じょうしょう,古代中国で、天子をたすけて国務を執った大臣。戦国時代から設けられた。宰相。,読み方をご入力ください (音),Text
"__祁寒__の候となった。
きびしい寒さ。厳寒。酷寒。",きかん,きびしい寒さ。厳寒。酷寒。,読み方をご入力ください (音),Text
"__僻遠__の地に居を移した。
ある地域・場所が中央から遠く離れていること。",へきえん,ある地域・場所が中央から遠く離れていること。,読み方をご入力ください (音),Text
"恋の__鞘__当てをする。
刀剣類の刀身の部分を納めておく筒。「恋の鞘当て」とは一人の女性をめぐり二人の男性が争うこと。",さや,刀剣類の刀身の部分を納めておく筒。「恋の鞘当て」とは一人の女性をめぐり二人の男性が争うこと。,読み方をご入力ください (訓),Text
"嵯峨たる高峰が__聯亙__する。
長くつながりつづくこと。",れんこう,長くつながりつづくこと。,読み方をご入力ください (音),Text
"__私__かに思いを寄せていた。
「密か」の意。",ひそ,「密か」の意。,読み方をご入力ください (訓),Text
"暮れ__泥__む空を眺める。
そのことに心がとらわれる。こだわる。執着する。",なず,そのことに心がとらわれる。こだわる。執着する。,読み方をご入力ください (訓),Text
"古仏の__真贋__を鑑定する。
本物とにせ物。",しんがん,本物とにせ物。,読み方をご入力ください (音),Text
"袴の裾を__纏__ってもらった。
まつりぐけをする。まつり縫いをする。",まつ,まつりぐけをする。まつり縫いをする。,読み方をご入力ください (訓),Text
"__巷__の噂に名が出ていた。
大ぜいの人々が生活している所。世の中。世間。",ちまた,大ぜいの人々が生活している所。世の中。世間。,読み方をご入力ください (訓),Text
"__一瞥__をくれて通り過ぎた。
ちらっと見ること。ちょっとだけ見やること。",いちべつ,ちらっと見ること。ちょっとだけ見やること。,読み方をご入力ください (音),Text
"尽くその質を__串殺__す。
串刺しにして殺すこと。",せんさつ,串刺しにして殺すこと。,読み方をご入力ください (音),Text
"父母の__膝下__を離れた。
ひざの下。ひざもと。自分を庇護(ひご)してくれる人のもと。",しっか,ひざの下。ひざもと。自分を庇護(ひご)してくれる人のもと。,読み方をご入力ください (音),Text
"__爾__悪声を出すことなかれ。
二人称の人代名詞。多く、対等またはそれ以下の人に用いられる。",なんじ,二人称の人代名詞。多く、対等またはそれ以下の人に用いられる。,読み方をご入力ください (訓),Text
"__播種__期を迎えて忙しい。
作物の種をまくこと。種まき。",はしゅ,作物の種をまくこと。種まき。,読み方をご入力ください (音),Text
"同郷の__誼__で親しくしています。
親しいつきあい。また、その親しみ。",よしみ,親しいつきあい。また、その親しみ。,読み方をご入力ください (訓),Text
"真っ白い歯が__覗__いている。
物陰やすきま、小さな穴などから見る。",のぞ,物陰やすきま、小さな穴などから見る。,読み方をご入力ください (訓),Text
"__播植__の時を奪うなかれ。
種をまいたり、苗を植えつけたりすること。",はしょく,種をまいたり、苗を植えつけたりすること。,読み方をご入力ください (音),Text
"__斌斌__たる人柄を偲ばせる。
形と内容とが調和し、充実しているさま。彬彬とも。",ひんぴん,形と内容とが調和し、充実しているさま。彬彬とも。,読み方をご入力ください (音),Text
"隠居所は__碧梧__に囲まれている。
アオギリの別名。",へきご,アオギリの別名。,読み方をご入力ください (音),Text
"衣装に__雅__を競っている。
品で優美なこと。",みやび,品で優美なこと。,読み方をご入力ください (訓),Text
"村々を__托鉢__して回る。
僧尼が修行のため、経を唱えながら各戸の前に立ち、食物や金銭を鉢に受けて回ること。",たくはつ,僧尼が修行のため、経を唱えながら各戸の前に立ち、食物や金銭を鉢に受けて回ること。,読み方をご入力ください (音),Text
"昔は__糠袋__をよく使った。
糠を入れた布袋。肌を洗うのに用いる。",ぬかぶくろ,糠を入れた布袋。肌を洗うのに用いる。,読み方をご入力ください (訓),Text
"文学は人生の__謂__だと言う。
物事が起こったわけ。理由。",いい,物事が起こったわけ。理由。,読み方をご入力ください (訓),Text
