Question,Answers,Comment,Instructions,Render as
箪笥貯金,たんすちょきん,,読みを入力してください,Text
烏魯木斉,ウルムチ,,読みを入力してください,Text
亜爾加里,アルカリ,,読みを入力してください,Text
安母尼亜,アンモニア,,読みを入力してください,Text
濠太剌利,オーストラリア,,読みを入力してください,Text
豪太剌利,オーストラリア,,読みを入力してください,Text
寒武利亜,カンブリア,,読みを入力してください,Text
鬼理死丹,キリシタン,,読みを入力してください,Text
破茶目茶,はちゃめちゃ,,読みを入力してください,Text
臥児狼徳,グリーンランド,,読みを入力してください,Text
哥倫比亜,コロンビア,,読みを入力してください,Text
天爾遠波,てにをは,,読みを入力してください,Text
弖爾乎波,てにをは,,読みを入力してください,Text
珍紛漢紛,ちんぷんかんぷん,,読みを入力してください,Text
尼加拉瓦,ニカラグア,,読みを入力してください,Text
巴基斯担,パキスタン,,読みを入力してください,Text
大不列顛,だいブリテン,,読みを入力してください,Text
大不列顚,だいブリテン,,読みを入力してください,Text
加里石鹸,カリせっけん,,読みを入力してください,Text
阿富汗斯,アフガニスタン,,読みを入力してください,Text
日巴拉太,ジブラルタル,,読みを入力してください,Text
委内瑞拉,"ベネズエラ, ヴェネズエラ",,読みを入力してください,Text
毛里求斯,モーリシャス,,読みを入力してください,Text
暮利比亜,"ボリビア, ボリヴィア",,読みを入力してください,Text
真秀呂場,まほろば,,読みを入力してください,Text
別剌敦那,ベラドンナ,,読みを入力してください,Text
紫羅欄花,あらせいとう,,読みを入力してください,Text
成吉思汗鍋,ジンギスカンなべ,,読みを入力してください,Text
家内喜多留,やなぎだる,,読みを入力してください,Text
樺太柳葉魚,からふとししゃも,,読みを入力してください,Text
社交倶楽部,しゃこうクラブ,,読みを入力してください,Text
更紗馬蹄螺,サラサばていら,,読みを入力してください,Text
馬達加斯加,マダガスカル,,読みを入力してください,Text
麻雀倶楽部,マージャンクラブ,,読みを入力してください,Text
新浪漫主義,しんろうまんしゅぎ,,読みを入力してください,Text
文学倶楽部,ぶんがくクラブ,,読みを入力してください,Text
奇妙奇天烈,きみょうきてれつ,,読みを入力してください,Text
印度尼西亜,インドネシア,,読みを入力してください,Text
重炭酸曹達,じゅうたんさんソーダ,,読みを入力してください,Text
亜富汗斯坦,アフガニスタン,,読みを入力してください,Text
阿富汗斯坦,アフガニスタン,,読みを入力してください,Text
印度支那戦争,インドシナせんそう,,読みを入力してください,Text
伊呂波歌留多,"いろはカルタ, いろはガルタ",,読みを入力してください,Text
